12,17,4,1
12,19,4,1
12,23,4,1
13,16,4,-1
13,18,4,-1
13,20,4,-1
13,21,4,-1
14,18,4,-1
14,19,4,-1
14,21,4,-1
15,16,4,-1
15,17,4,-1
15,19,4,-1
15,23,4,1
16,21,4,-1
18,20,4,-1
0,17,5,-1
0,19,5,-1
0,3,5,1
0,5,5,-1
0,12,5,1
1,20,5,-1
1,21,5,-1
1,6,5,-1
1,11,5,-1
2,18,5,-1
2,4,5,-1
2,22,5,-1
2,8,5,-1
2,12,5,1
3,4,5,1
3,7,5,-1
3,24,5,-1
3,10,5,1
3,14,5,-1
4,9,5,-1
4,11,5,-1
5,17,5,-1
5,21,5,-1
5,22,5,-1
6,18,5,-1
8,16,5,-1
9,16,5,1
9,19,5,-1
9,13,5,1
10,19,5,-1
11,23,5,1
11,12,5,1
11,14,5,-1
12,16,5,1
12,17,5,1
12,19,5,1
12,23,5,-1
13,16,5,-1
13,18,5,-1
13,20,5,-1
13,21,5,-1
14,18,5,-1
14,19,5,-1
14,21,5,-1
15,16,5,-1
15,17,5,-1
15,19,5,-1
15,23,5,1
16,21,5,-1
18,20,5,-1
0,17,6,1
0,19,6,1
0,3,6,-1
0,5,6,-1
0,12,6,1
1,20,6,-1
1,21,6,-1
1,6,6,-1
1,11,6,-1
2,18,6,-1
2,4,6,-1
2,22,6,1
2,8,6,-1
2,12,6,1
3,4,6,-1
3,7,6,-1
3,24,6,-1
3,10,6,1
3,14,6,-1
4,9,6,-1
4,11,6,1
5,17,6,-1
5,21,6,-1
5,22,6,-1
6,18,6,-1
8,16,6,-1
9,16,6,-1
9,19,6,-1
9,13,6,-1
10,19,6,-1
11,23,6,1
11,12,6,1
11,14,6,-1
12,16,6,1
12,17,6,1
12,19,6,1
12,23,6,1
13,16,6,-1
13,18,6,-1
13,20,6,-1
13,21,6,-1
14,18,6,-1
14,19,6,1
14,21,6,-1
15,16,6,1
15,17,6,1
15,19,6,-1
15,23,6,-1
16,21,6,-1
18,20,6,-1
0,17,7,-1
0,19,7,1
0,3,7,1
0,5,7,-1
0,12,7,1
1,20,7,-1
1,21,7,-1
1,6,7,1
1,11,7,1
2,18,7,-1
2,4,7,-1
2,22,7,-1
2,8,7,-1
2,12,7,-1
3,4,7,-1
3,7,7,-1
3,24,7,1
3,10,7,1
3,14,7,1
4,9,7,-1
4,11,7,-1
5,17,7,-1
5,21,7,-1
5,22,7,-1
6,18,7,-1
8,16,7,-1
9,16,7,-1
9,19,7,-1
9,13,7,-1
10,19,7,-1
11,23,7,1
11,12,7,1
11,14,7,1
12,16,7,1
12,17,7,1
12,19,7,-1
12,23,7,1
13,16,7,-1
13,18,7,-1
13,20,7,-1
13,21,7,-1
14,18,7,-1
14,19,7,1
14,21,7,-1
15,16,7,-1
15,17,7,-1
15,19,7,1
15,23,7,-1
16,21,7,-1
18,20,7,-1
0,17,8,-1
0,19,8,-1
0,3,8,1
0,5,8,1
0,12,8,1
1,20,8,-1
1,21,8,1
1,6,8,1
1,11,8,1
2,18,8,1
2,4,8,1
2,22,8,-1
2,8,8,-1
2,12,8,1
3,4,8,-1
3,7,8,1
3,24,8,-1
3,10,8,-1
3,14,8,-1
4,9,8,-1
4,11,8,1
5,17,8,1
5,21,8,-1
5,22,8,-1
6,18,8,-1
8,16,8,-1
9,16,8,-1
9,19,8,-1
9,13,8,-1
10,19,8,-1
11,23,8,1
11,12,8,1
11,14,8,-1
12,16,8,1
12,17,8,1
12,19,8,1
12,23,8,-1
13,16,8,-1
13,18,8,-1
13,20,8,-1
13,21,8,-1
14,18,8,-1
14,19,8,-1
14,21,8,-1
15,16,8,-1
15,17,8,1
15,19,8,1
15,23,8,-1
16,21,8,-1
18,20,8,-1
0,17,9,-1
0,19,9,1
0,3,9,1
0,5,9,1
0,12,9,1
1,20,9,1
1,21,9,1
1,6,9,1
1,11,9,1
2,18,9,-1
2,4,9,1
2,22,9,-1
2,8,9,-1
2,12,9,-1
3,4,9,-1
3,7,9,-1
3,24,9,-1
3,10,9,1
3,14,9,-1
4,9,9,1
4,11,9,1
5,17,9,1
5,21,9,1
5,22,9,-1
6,18,9,-1
8,16,9,-1
9,16,9,-1
9,19,9,-1
9,13,9,-1
10,19,9,1
11,23,9,1
11,12,9,1
11,14,9,1
12,16,9,1
12,17,9,1
12,19,9,1
12,23,9,1
13,16,9,-1
13,18,9,-1
13,20,9,1
13,21,9,-1
14,18,9,-1
14,19,9,1
14,21,9,-1
15,16,9,1
15,17,9,1
15,19,9,1
15,23,9,1
16,21,9,-1
18,20,9,-1
